ProfUIN,ProfName,DepartmentName,Age,Gender
4773,Emily Stein,BIO,40,Female
4774,Eric Stephenson,MATH,50,Male
4775,Jacqueline Chennault,CHEM,31,Male
4776,Irving Mantel,ENG,41,Female
4777,Charlotte Rodriguez,MATH,56,Male
4778,Rene Boren,STAT,47,Male
4779,Deborah Smith,PHYS,42,Male
4780,Gloria Roberson,ART,38,Male
4781,Michelle Neely,ENG,43,Male
4782,Sherry Gates,ART,34,Male
4783,John Plunk,ECON,47,Male
4784,Mark Bouchard,PHYS,38,Male
4785,Rita Davila,BIO,29,Female
4786,Martha Colunga,BIO,61,Female
4787,Patricia Baxter,PSY,29,Female
4788,Travis Pino,CSCE,65,Female
4789,Susan Russell,BIO,68,Male
4790,Emile Hildebrand,ART,61,Male
4791,Jimmy Mcintosh,ECE,46,Female
4792,Juanita Chambers,MATH,37,Male
4793,Colleen Hunter,CHEM,50,Male
4794,Ricky Miller,ENG,33,Male
4795,James Vahey,PHYS,29,Female
4796,Judith Smith,MUS,37,Male
4797,Charles Vasquez,CSCE,65,Male
4798,Anthony Gonzales,CSCE,53,Male
4799,Jason Cox,ASTR,50,Female
4800,Lincoln Earley,ENG,30,Male
4801,Leif Perry,MUS,26,Female
4802,Jon Mccray,ECE,30,Male
4803,David Wetzel,PSY,60,Female
4804,Thomas Mcsherry,ECON,58,Male
4805,John Christiansen,CSCE,46,Female
4806,Brian Rios,ECE,33,Male
4807,Teresa Ruffner,CHEM,39,Female
4808,Brian Bell,ECE,37,Female
4809,Ken Harford,ENG,57,Male
4810,Mark Wangler,ECON,55,Male
4811,Kathleen Walp,MUS,69,Female
4812,Jessie Bunch,PHYS,66,Female
4813,Kelly Johns,ECE,30,Female
4814,Lois Smith,ART,63,Male
4815,James Kahaleua,PHYS,29,Female
4816,Carol Poulin,HIST,43,Male
4817,Willie Sosa,STAT,66,Female
4818,Joseph Stanley,PHYS,64,Female
4819,Ken Roberts,STAT,49,Male
4820,Rita Eadie,HIST,65,Male
4821,Jennie Holmes,PHYS,38,Male
4822,Latonya King,ASTR,49,Female
4823,Robert Ruff,CHEM,67,Female
4824,Ronald Morris,ECON,48,Female
4825,Lillie Litteral,ECE,34,Male
4826,Lori Grimmett,PHYS,70,Female
4827,Beverly Botti,STAT,41,Female
4828,Joanne Craig,HIST,62,Male
4829,Donald Perry,HIST,52,Male
4830,James Miller,MUS,28,Female
4831,Scott Root,PHIL,64,Male
4832,David Lofty,CSCE,29,Male
4833,Tim Smith,ART,53,Female
4834,Lola Fox,STAT,61,Female
4835,Lenard Ohara,ECON,31,Female
4836,Osvaldo Keaton,ENG,55,Female
4837,Michelle Mendoza,MATH,64,Male
4838,Christine Garcia,ASTR,37,Female
4839,Rolando Brown,MUS,51,Male
4840,Shelly Denby,CHEM,62,Female
4841,Ronald Robinson,ECON,66,Female
4842,Jill Tanner,ECE,63,Female
4843,John Harris,HIST,41,Male
4844,Celestina Middleton,HIST,67,Male
4845,Helen Romero,STAT,50,Male
4846,Glendora Simpson,ART,36,Male
4847,Wayne Hartz,MUS,59,Male
4848,Damon Wilford,BIO,29,Female
4849,Katherine Westling,ASTR,62,Male
4850,Joann Stoneham,MUS,63,Female
4851,Henry Walter,PSY,41,Male
4852,Michelle Jansson,PSY,28,Female
4853,Dale Simmons,ART,64,Male
4854,Steven Oconnor,ECE,39,Male
4855,Albert Dawson,CHEM,27,Female
4856,Daniel Hill,ECON,54,Female
4857,Kevin Rodriquez,PSY,25,Male
4858,Evelyn Liddy,HIST,44,Male
4859,Thomas Gonzalez,CHEM,63,Female
4860,Lynn Killian,ASTR,36,Male
4861,Homer Temples,ENG,42,Male
4862,Lindsey Orr,PHIL,25,Female
4863,Estella Lesneski,MUS,25,Female
4864,Emily Glaser,MUS,42,Male
4865,Inez Frazier,BIO,63,Male
4866,Nicole Villanueva,PSY,27,Female
4867,Michael Reid,ECE,63,Male
4868,Jean Curry,CHEM,33,Male
4869,Heather Wray,MATH,57,Female
4870,John Ellenburg,PHYS,41,Male
4871,Vicki Defosses,MATH,53,Female
4872,Sara Navarro,BIO,58,Male
4873,Lloyd Bolin,ART,42,Female
4874,Lynne Brasher,PSY,36,Female
4875,Betty Smith,ENG,26,Female
4876,Nola Blakney,MUS,25,Male
4877,Dennis Purser,PHIL,56,Male
4878,Karl Mott,PSY,60,Female
4879,James Palczynski,MUS,45,Male
4880,Mitchell Hudson,ASTR,41,Female
4881,Susan Tolle,ASTR,48,Female
4882,Craig Mcelroy,MATH,29,Male
4883,Michael Nisbet,STAT,41,Female
4884,Reina Moser,PHYS,46,Female
4885,Joan Patch,ENG,43,Female
4886,William Trilli,PSY,34,Male
4887,Susan Reynolds,PHIL,65,Female
4888,Joanne White,CSCE,70,Male
4889,Aaron Sikorski,ART,34,Male
4890,Guillermo Gardner,PHYS,47,Female
4891,Kenneth Montgomery,PHIL,56,Male
4892,William Strohman,ECE,36,Female
4893,Alan Hagle,CSCE,59,Female
4894,Wesley Smith,PSY,40,Male
4895,Melissa Robirds,ECON,53,Male
4896,Brenda Tedesco,ASTR,68,Female
4897,Mark Wright,HIST,38,Male
4898,Bernice Baird,ENG,64,Female
4899,Evelyn Mcintire,ENG,25,Male
4900,Rebecca Morrison,STAT,70,Female
4901,Paul Lopez,PHIL,69,Female
4902,John Turnbull,HIST,70,Female
4903,Fred Stout,PSY,54,Male
4904,Michele Thompson,MATH,28,Female
4905,Carol Pascua,PHIL,26,Male
4906,Vernon Hix,STAT,47,Female
4907,Vergie Straight,MATH,54,Male
4908,James Jones,PSY,40,Female
4909,Alice Tovar,ECE,66,Male
4910,Mary Woodward,ECON,61,Male
4911,Virginia Simmons,ECON,36,Male
4912,Edith Irizarry,PHIL,34,Female
4913,Mark Rodriguez,STAT,32,Male
4914,Leslie Yates,PSY,40,Female
4915,Kimberly Toler,ASTR,27,Male
4916,Eloy Joseph,MUS,31,Male
4917,Justin Leach,ECE,25,Male
4918,Gregory Walker,PHIL,35,Male
4919,Angela Radley,STAT,45,Female
4920,Patrick Gabriel,BIO,25,Male
4921,Shelly Corley,MATH,29,Female
4922,Helen Thomas,CSCE,69,Male
4923,Lena Williams,ECON,60,Male
4924,Charles Willey,CHEM,63,Male
4925,Mary Tanner,CHEM,47,Female
4926,Robert Vanhoose,MUS,50,Female
4927,Maurice Gunter,CHEM,38,Male
4928,Sharon Winstead,ENG,53,Male
4929,James Styles,PHIL,60,Male
4930,Tasha Odonal,PHYS,53,Female
4931,Marc Koch,ART,52,Male
4932,Jannie Sander,CSCE,55,Female
4933,Patricia Howard,ASTR,47,Female
4934,Maryanne Calhoun,PHYS,29,Female
4935,Frances Martin,CSCE,35,Female
4936,Josephina Douthit,ASTR,68,Male
4937,William Garcia,MUS,69,Female
4938,Robert Kubiszewski,ECE,39,Male
4939,Vickie Anderson,ENG,54,Female
4940,Jeffrey Cole,MATH,53,Male
4941,Irene Silva,MUS,51,Male
4942,Lawrence Lasala,ECE,53,Female
4943,Laci Landreth,HIST,30,Male
4944,Newton Coombs,STAT,51,Male
4945,Samuel Duran,PSY,40,Female
4946,Gary Morgan,PSY,38,Female
4947,Randy Wilhelmsen,CHEM,27,Female
4948,Todd Melton,CHEM,26,Female
4949,Kirsten Long,BIO,48,Female
4950,Vernon Myers,BIO,39,Male
4951,Edward Snelson,STAT,47,Male
4952,Anthony Roe,PHYS,38,Female
4953,Julio Wight,ART,69,Male
4954,Irene Manley,ECON,32,Female
4955,Danae Miller,STAT,38,Male
4956,Lorena Manygoats,MUS,29,Female
4957,Richard Perkins,PSY,33,Male
4958,Brian Hartwell,CHEM,68,Male
4959,Helene Johnson,ENG,48,Male
4960,Horace Lenard,ART,35,Female
4961,Jennifer Buttaro,ECE,58,Male
4962,Steve Melby,PHYS,35,Female
4963,Richard Dabbs,PHYS,33,Male
4964,Johnny Delgado,ECE,46,Male
4965,Will Martin,STAT,43,Female
4966,Edna White,ASTR,68,Male
4967,Alex Bernet,STAT,52,Female
4968,Joan Yoder,ENG,30,Female
4969,Mildred Masri,PHYS,30,Male
4970,Willie Auiles,MUS,67,Male
4971,Omar Stjacques,ART,30,Female
4972,William Bardin,ECE,65,Male
4973,Debra Jackson,PHIL,50,Female
4974,John Andersen,ECON,34,Female
4975,Flora Taggart,PHYS,59,Female
4976,Salvatore Koran,MUS,59,Male
4977,Robert Seiler,STAT,30,Female
4978,Dorothy Hammond,ENG,44,Female
4979,Louis Purvis,STAT,65,Male
4980,Edward Ross,ECE,48,Female
4981,Dana Mallon,ECON,67,Male
4982,Jennifer Walker,ART,45,Male
4983,Sherman Newman,STAT,58,Male
4984,Ed Hernandez,CSCE,50,Female
4985,Saundra Brown,STAT,67,Male
4986,Jack Holte,ECON,60,Female
4987,Bernice Freeman,MATH,57,Male
4988,Timothy Rose,CSCE,27,Female
4989,Francie Williams,ECE,62,Female
4990,Robert Everts,CHEM,38,Female
4991,David Pinsonnault,MATH,66,Male
4992,Charlotte Johnson,ENG,29,Male
4993,Clara Smalls,PHYS,63,Male
4994,Clifford Pruitt,ART,47,Female
4995,Lee Baker,ENG,33,Female
4996,James Burton,ENG,63,Female
4997,Jane Rose,ECON,35,Female
4998,James Hanstein,ART,31,Female
4999,Sandra Presley,ECON,38,Female
5000,Carl Febus,STAT,34,Female
5001,David West,CSCE,47,Female
5002,Patrick Storie,ECE,63,Male
5003,Polly Mccown,ENG,66,Female
5004,Thelma Crossley,HIST,30,Male
5005,Elena Davis,ASTR,59,Male
5006,Anna Garrett,HIST,68,Female
5007,Helen Grant,CHEM,65,Female
5008,Carl Park,PHYS,31,Male
5009,Raymond Lambert,PSY,47,Female
5010,Robert Taylor,ASTR,64,Female
5011,Patricia Jacob,MATH,59,Male
5012,Michael Bowen,ART,70,Male
5013,Jennifer Haines,CHEM,67,Male
5014,David Morley,ENG,30,Male
5015,Christopher Zachery,PSY,53,Male
5016,Tina Short,CSCE,65,Male
5017,Christopher Quesnell,MATH,54,Male
5018,Thomas Ogle,PHYS,26,Male
5019,Stephen Stevenson,CHEM,69,Female
5020,Florence Capito,ASTR,43,Female
5021,Rosa Jones,ENG,48,Male
5022,Leon Ayala,ART,55,Female
5023,Sandra Potter,MUS,28,Female
5024,Clinton Jackson,MATH,59,Female
5025,Scott German,PHYS,66,Female
5026,Armando Vincent,CHEM,25,Male
5027,John Tadych,STAT,28,Female
5028,Cecilia Navarrette,PSY,31,Male
5029,Christopher Parrish,ECE,46,Female
5030,Anna Lavoie,ASTR,62,Male
5031,Gabriel Brown,MATH,27,Male
5032,Kristen Burkett,PSY,30,Male
5033,Peter Records,ECON,32,Female
5034,Clifford Platner,PHYS,41,Male
5035,Jose Martin,ECE,51,Male
5036,Sarah Jackson,PHYS,28,Female
5037,Leo Serano,PSY,29,Male
5038,Denise Homa,ECON,43,Male
5039,Frances Mccall,STAT,46,Male
5040,Leslie Sanchez,ENG,44,Female
5041,Nicolas Bowie,HIST,46,Male
5042,Lillie Moreland,ENG,70,Female
5043,Christopher Drury,BIO,54,Male
5044,Elizabeth Mack,ART,47,Male
5045,Eliza Buchana,HIST,27,Male
5046,Maureen Henry,PHYS,31,Male
5047,Paul Turner,ECE,70,Female
5048,Phyllis Loewen,ECE,41,Male
5049,Joseph Jones,ECE,35,Female
5050,Effie Davis,STAT,52,Male
5051,Sue Lambrakis,ASTR,40,Female
5052,Darcy Rosiles,ECON,39,Male
5053,Veronica Yasutomi,ENG,27,Male
5054,Patricia Alexander,CHEM,63,Male
5055,Kathy Trejo,HIST,29,Male
5056,Brett Kirk,ASTR,27,Male
5057,Victorina Durkin,PHYS,47,Male
5058,Lona Waldron,PHYS,30,Male
5059,George Borders,BIO,55,Female
5060,Marie Kelley,ART,67,Male
5061,Betty Fernandez,MUS,49,Male
5062,Dorothy Carder,CHEM,25,Male
5063,Cathy Edwards,BIO,58,Male
5064,Benjamin Combee,HIST,50,Female
5065,Joseph Tvedt,BIO,51,Male
5066,Bobbi Swann,ASTR,62,Male
5067,Joanne Osteen,MATH,48,Male
5068,Robert Dulac,ENG,47,Female
5069,Douglas Munoz,BIO,61,Male
5070,Walter Cooper,MATH,37,Male
5071,Mark Mulligan,PHYS,58,Male
5072,Judith Waldron,PHIL,61,Female
5073,Jenny Gardner,CSCE,42,Female
5074,Diana Breeden,PHYS,49,Male
5075,Dania Mccray,ASTR,36,Female
5076,Floyd Egnew,CHEM,34,Male
5077,Jerry Stanford,ECON,46,Female
5078,Betty Hudek,BIO,37,Female
5079,Nell Bain,PHYS,55,Female
5080,Chad Langan,ENG,69,Female
5081,Marilyn Simpson,ART,61,Male
5082,Albert Atkins,BIO,58,Female
5083,Thomas Fuhr,BIO,61,Female
5084,Barbara Aldridge,MATH,61,Female
5085,Andree Bayly,PHIL,60,Female
5086,Alison Egan,CHEM,50,Male
5087,Chris Buchwald,ECE,43,Male
5088,Shirley Johnson,CSCE,31,Female
5089,George Meyers,ART,49,Female
5090,Mary Fox,PHIL,44,Female
5091,Claudia Arias,PSY,28,Female
5092,Albert Silva,CHEM,29,Female
5093,Joseph Priest,PSY,33,Female
5094,Ruth Stayton,MUS,44,Male
5095,Ricky Bader,MATH,64,Female
5096,John Ziegler,ENG,70,Female
5097,Michael Colston,CSCE,65,Male
5098,Chasity Owens,ENG,66,Male
5099,Kenneth Martin,PSY,57,Male
5100,Richard Smith,CSCE,29,Female
5101,James Heck,MATH,55,Male
5102,Lonny Williams,PHYS,69,Male
5103,Karissa Blume,CSCE,31,Female
5104,Nina Phelps,ART,29,Female
5105,Willie Verret,PSY,68,Male
5106,Jon Knox,HIST,69,Male
5107,Wilma Seward,MUS,25,Male
5108,Santiago Ayres,CHEM,61,Female
5109,Veronica Cary,ART,45,Male
5110,Douglas Fink,STAT,66,Female
5111,Nellie Ford,ECON,68,Male
5112,Sam Berger,ASTR,53,Female
5113,Geneva Serrano,ECE,51,Female
5114,Betty Schwendemann,PHYS,53,Male
5115,James Lambert,CSCE,56,Female
5116,Alfred Coakley,MATH,36,Male
5117,Andre Easterling,MATH,47,Female
5118,Linda Sheekey,CHEM,53,Female
5119,Ramona Lowder,PHYS,37,Male
5120,Jennifer Orellana,ECON,27,Female
5121,Rory Roddy,CHEM,58,Male
5122,Katherine Hubbard,ENG,60,Male
5123,Melissa Kim,STAT,30,Female
5124,Carmen Bowman,ECE,32,Male
5125,Jodi Robertson,PHIL,64,Male
5126,Lloyd Ashford,PSY,62,Female
5127,Thomas Tanner,BIO,53,Female
5128,Karen Hanline,ART,61,Male
5129,Alex Bailey,BIO,51,Female
5130,John Davis,CSCE,67,Male
5131,Gracie Grimes,ASTR,67,Male
5132,Zelma Baker,HIST,55,Female
5133,William Wood,BIO,51,Male
5134,Robert Harder,STAT,25,Female
5135,Ruth Rhead,CHEM,64,Female
5136,Dorothy Bennett,BIO,49,Female
5137,Jennifer Hoff,ECE,34,Female
5138,Marcella Watson,ENG,49,Female
5139,Jean Miller,CSCE,57,Male
5140,Shawn Serna,ASTR,67,Male
5141,Christine Clifford,CSCE,27,Female
5142,James Saldana,MUS,66,Female
5143,Kevin Meagher,MATH,47,Female
5144,Blanca Brown,ECE,63,Female
5145,Susan Youd,CSCE,43,Female
5146,Barbara Mcmillan,MATH,68,Male
5147,Alfred Craghead,PHYS,70,Male
5148,Maria Eddinger,ENG,67,Male
5149,Lauren Bilbrey,ASTR,48,Female
5150,James Jamon,BIO,64,Female
5151,John Oliver,MUS,27,Female
5152,Dorothy Hussey,MATH,31,Male
5153,Liza Freeman,BIO,61,Female
5154,Molly Brown,ART,26,Female
5155,Lee Derrick,ART,63,Male
5156,James Harvey,MUS,66,Male
5157,Laurie Coffman,CHEM,34,Male
5158,Doug Ramirez,STAT,25,Male
5159,Ann Brown,PSY,43,Female
5160,Cathy Stokes,PHIL,63,Female
5161,Christine Moy,HIST,39,Male
5162,Timothy West,ECE,54,Female
5163,Hilda Suryan,BIO,54,Female
5164,Bernadine Frazier,ECON,48,Female
5165,Elizabeth Zima,MATH,66,Male
5166,Rodney Jordan,PSY,46,Female
5167,Andrew Bellmay,ENG,61,Male
5168,Douglas Singelton,PHYS,56,Female
5169,Sonia Carreno,MUS,27,Male
5170,Misty Berry,ECE,55,Male
5171,Elizabeth Davis,ENG,47,Male
5172,Thomas White,BIO,45,Female
5173,Andrea Rodriguez,PSY,52,Female
5174,Richard Guzman,BIO,40,Female
5175,Richelle Jackson,PHIL,38,Female
5176,Faith Myers,STAT,63,Male
5177,Martha Jones,ECON,49,Male
5178,Johnny Southerland,HIST,55,Male
5179,Mayra Mcguire,ECON,45,Female
5180,Michael Mccool,PHIL,36,Female
5181,Evan Schrack,PSY,45,Female
5182,Tracy Marcum,CHEM,69,Male
5183,David Smith,PHYS,58,Male
5184,Angela Bone,ECON,37,Female
5185,Candace Monaghan,ECE,70,Female
5186,Donald Heilig,PHIL,68,Female
5187,Roger Bender,ASTR,33,Female
5188,Robert Vandermeer,CHEM,25,Female
5189,Dorothy Richardson,ECE,27,Female
5190,Connie Hachey,MUS,65,Male
5191,David Wright,ENG,46,Male
5192,Charles Alzate,MATH,51,Male
5193,Robbie Thompson,MUS,60,Female
5194,Lee Somers,MATH,49,Female
5195,Willie Gaydosh,CHEM,49,Male
5196,Wilfred Rogers,ART,30,Male
5197,James Thomas,MATH,47,Male
5198,Jennifer Perrotti,BIO,64,Female
5199,Joy Cooley,CHEM,43,Male
5200,Jeanne Sullivan,CHEM,38,Male
5201,Maureen Williams,PHYS,55,Male
5202,Shanta Lambert,ART,26,Male
5203,Michael Vargas,STAT,35,Female
5204,Angelia Parnell,ART,61,Male
5205,Lou Mccarty,CSCE,47,Female
5206,Denise Thomas,ART,29,Female
5207,Michelle Lomonaco,ENG,61,Female
5208,Danial Edmunds,STAT,29,Male
5209,Margaret Anderson,PHYS,47,Female
5210,Ada Zawacki,ART,55,Female
5211,Charmaine Elias,ECON,43,Female
5212,Brandon Bosworth,HIST,38,Female
5213,Ryan Wells,HIST,37,Male
5214,Vida Potter,BIO,48,Female
5215,John Hollingsworth,CSCE,69,Female
5216,Estelle Ruano,BIO,67,Female
5217,Billy Wright,HIST,48,Male
5218,Laverne Uelmen,CSCE,35,Male
5219,Rosalind Richardson,PSY,32,Female
5220,Theresa Bongiorno,PHYS,39,Female
5221,Charlotte Lewis,PHYS,60,Female
5222,Angela Glenn,ASTR,52,Female
5223,Todd Natal,MATH,66,Female
5224,Hector Luer,MATH,27,Male
5225,Penelope Caton,PHIL,62,Female
5226,Miguel Gendron,MUS,54,Female
5227,Paul Smith,ASTR,70,Male
5228,Julie Bennett,PHYS,54,Male
5229,Max Zbell,MUS,43,Male
5230,Jacquelyn Barber,CHEM,31,Male
5231,Fredrick Waldron,HIST,29,Male
5232,Kenneth Gonzalez,ECON,66,Male
5233,Tanya Liddell,CHEM,59,Male
5234,Paul Hjort,BIO,41,Female
5235,Brian Hardy,MUS,57,Female
5236,Yolonda Giles,ECON,68,Male
5237,Dayna Thomas,PHYS,59,Female
5238,Travis Galiano,ASTR,46,Male
5239,Tina Portwood,CSCE,63,Female
5240,Juan Dartez,PSY,39,Female
5241,Robert Stinson,MATH,39,Male
5242,Robin Nickerson,CSCE,32,Male
5243,Anthony Johnson,ART,46,Female
5244,Monty Newman,ASTR,42,Male
5245,Linda Alvarez,HIST,35,Female
5246,Louise Dixon,CHEM,67,Female
5247,Rene Gonzales,ECE,32,Male
5248,Justin Owens,STAT,70,Male
5249,Elsie Morris,ECON,44,Male
5250,Sharon Bourg,BIO,25,Female
5251,Melanie Villeda,ASTR,60,Male
5252,Jose Myers,PHIL,32,Male
5253,Louise Crandall,HIST,32,Female
5254,Heather Maze,CSCE,39,Male
5255,Lisa Scordato,STAT,35,Female
5256,Joseph Goebel,MUS,54,Female
5257,Adriana Izzo,STAT,37,Female
5258,Gary Paquette,CSCE,38,Female
5259,Gladys Cole,CHEM,29,Male
5260,Jason Borjon,CHEM,31,Male
5261,Audrey Toliver,HIST,54,Male
5262,Donald Oakes,STAT,56,Female
5263,Vanessa Snelling,BIO,39,Female
5264,Jesse Bonniwell,PHYS,29,Male
5265,Kay Neal,PHIL,54,Male
5266,Brad Clark,STAT,31,Female
5267,Jennifer Roman,PHYS,29,Male
5268,Ellen Sixon,BIO,34,Female
5269,Steve Hahn,ART,43,Female
5270,Christopher Alway,MATH,44,Female
5271,Janet Proffitt,ENG,54,Male
5272,Victoria Shuford,ECON,43,Female
5273,Shari Cortez,ECON,36,Female
5274,Randall Robinson,ECON,29,Female
5275,Jonathan Sandoval,ASTR,64,Female
5276,James White,PSY,54,Male
5277,Michael Drelick,ECE,54,Male
5278,Patricia Lindquist,HIST,31,Male
5279,Pamela Ketchie,PHYS,30,Female
5280,Barbara Walker,BIO,69,Female
5281,Walter Stone,MATH,29,Female
5282,Margaret Burnham,STAT,64,Male
5283,Alma Boykin,ASTR,69,Female
5284,Claudette Cohen,ART,46,Female
5285,Gena Kirby,ECON,51,Male
5286,Howard Atchley,ECON,69,Female
5287,John Berri,PSY,52,Male
5288,Jose Lynch,ENG,44,Female
5289,Allan Reed,ECON,46,Female
5290,Pauline Accardo,MUS,56,Female
5291,Colleen Johnson,ECE,68,Male
5292,Sharon Gatewood,ENG,31,Female
5293,Rebecca Ogami,PSY,53,Female
5294,Richard Boland,CSCE,70,Male
5295,Robert Bazan,MATH,59,Male
5296,Christopher Albaugh,BIO,68,Male
5297,Glenn Bass,MUS,69,Male
5298,Lisa Prevost,CSCE,70,Female
5299,Joe Arnold,ENG,57,Female
5300,Lillie Kelly,STAT,55,Female
5301,Cheryl Lafosse,ENG,67,Male
5302,Milton Swisher,ECE,30,Male
5303,Dean Davenport,BIO,36,Male
5304,Michael Burns,CHEM,26,Female
5305,Michael Botti,HIST,51,Female
5306,Heather Gunderson,ECE,67,Female
5307,Matthew Sellers,MUS,47,Female
5308,Rebecca Cherry,BIO,44,Male
5309,William Ragsdale,ART,69,Male
5310,Elva Yoshizumi,MUS,29,Female
5311,Richard Hinzman,CHEM,38,Female
5312,Mable Kang,STAT,32,Female
5313,Bobby Drake,MATH,37,Female
5314,Samantha Batt,STAT,30,Female
5315,Lester Grimm,ENG,66,Male
5316,Vanessa Bright,CSCE,60,Female
5317,Sharon Haddad,CSCE,32,Female
5318,Bonnie Pannell,PHIL,34,Male
5319,Eugene Thompson,ENG,34,Male
5320,Ricky Snowden,ECE,34,Female
5321,Larry Hassell,MUS,67,Male
5322,Sandra Smith,BIO,40,Female
5323,Jan Johnson,ART,29,Female
5324,Tracy Engman,ECON,32,Male
5325,Maria Mulcahy,MATH,67,Male
5326,Ryan Dew,ECON,58,Male
5327,Ronald Hunter,PSY,49,Male
5328,Charles Bautista,MUS,62,Female
5329,Joshua Bursi,MUS,46,Female
5330,Janette Slowik,CHEM,30,Male
5331,Floria Louviere,PSY,37,Male
5332,Sylvia Combs,PHIL,53,Male
5333,Roland Miller,ASTR,51,Male
5334,Carol Campbell,ECON,66,Female
5335,William Willman,ECON,27,Female
5336,Debra Tibbs,HIST,32,Male
5337,Cruz Bailey,CSCE,64,Female
5338,Norma Spivey,ECE,51,Female
5339,Lois Wingo,PSY,27,Male
5340,Salvador Cummins,PHYS,59,Female
5341,Edwardo Peters,PHYS,52,Female
5342,Osvaldo Cheatham,ENG,50,Male
5343,Janice Thornton,BIO,57,Female
5344,Viola Becker,MATH,53,Female
5345,Judy Guyer,BIO,26,Male
5346,Jose Combs,MUS,41,Male
5347,Jesse Merna,ASTR,54,Female
5348,Michael Murray,PHIL,42,Male
5349,Destiny Bloomfield,CSCE,64,Female
5350,Randy Foreman,CSCE,64,Male
5351,Bernard Ortiz,PHIL,42,Male
5352,Allen Searcy,ART,60,Male
5353,Mark Mcdonald,ECE,52,Female
5354,Joyce Boswell,PSY,28,Male
5355,Gary Harmon,ENG,45,Female
5356,Elizabeth Harris,PHIL,44,Male
5357,Johnathan Miller,ART,46,Female
5358,Alicia Dolby,ART,65,Male
5359,Susan Varner,CSCE,29,Male
5360,Cathy Allen,MATH,34,Female
5361,Gail Dunbar,BIO,37,Female
5362,Joseph Tilley,ECE,28,Male
5363,Marjorie Wright,ECON,34,Male
5364,Robert Markley,ASTR,48,Female
5365,Victoria Powell,CHEM,29,Male
5366,Marty Zorra,ART,41,Female
5367,Brandon Madison,ECE,27,Female
5368,Catherine Bradshaw,PSY,68,Male
5369,Steven Lizardi,ECE,51,Female
5370,Martha Perez,PSY,47,Male
5371,Meghan Bradshaw,ECON,64,Male
5372,Richard Shabazz,ASTR,68,Female
5373,Guadalupe Steger,MATH,28,Female
5374,Daniel Miller,CSCE,31,Female
5375,Shirley Lecompte,HIST,33,Male
5376,June Pahl,PHYS,41,Female
5377,Regina Rawlings,HIST,47,Female
5378,John Perrez,PSY,47,Female
5379,Loretta Humphries,CSCE,34,Male
5380,James Gagnon,MATH,33,Male
5381,James Ford,ECON,30,Female
5382,Charles Rickard,ASTR,50,Male
5383,Robert Soto,MUS,53,Male
5384,Joshua Wilkerson,ASTR,59,Female
5385,Lloyd Nelson,PSY,49,Male
5386,Elizabeth Buster,MUS,70,Male
5387,Gay Green,STAT,65,Male
5388,Kathleen Haag,CSCE,57,Female
5389,Barbara Bassett,PHYS,57,Female
5390,William Starks,ASTR,41,Male
5391,Shawn Kang,PHYS,68,Female
5392,June Harris,STAT,42,Male
5393,Ida Mercer,MATH,56,Female
5394,Tim Jones,CSCE,31,Female
5395,Marissa Black,HIST,29,Female
5396,Marvin Harrington,ASTR,67,Female
5397,Thomas Barcenas,CHEM,39,Female
5398,Tina Dias,CHEM,51,Female
5399,James Lawson,MUS,48,Female
5400,Wilma Geary,MUS,57,Female
5401,Lauren Moffitt,PHIL,31,Male
5402,Armando Cavallaro,STAT,25,Female
5403,Robert Mckeel,PSY,30,Female
5404,James Price,STAT,64,Male
5405,Allen Ingles,CHEM,32,Female
5406,Betsy Blakeman,ENG,27,Male
5407,Gary Bacon,PHYS,34,Male
5408,Eric Edelstein,PHIL,36,Female
5409,Billy Chavez,CHEM,45,Female
5410,Emily Morgan,PSY,47,Female
5411,Debra Baldwin,PHYS,69,Female
5412,Rose Newman,MUS,50,Female
5413,Steven Brodie,ASTR,30,Female
5414,David Davis,MUS,62,Male
5415,Melinda Cochran,ECON,55,Female
5416,Jackie Small,CHEM,60,Female
5417,Dale Tice,PHYS,43,Male
5418,Christopher Gottlieb,PSY,47,Male
5419,Robert Naquin,PHYS,57,Female
5420,Carolyn Ward,ECE,36,Male
5421,Dorothea Pereira,PHYS,70,Male
5422,Patricia Jaco,ECE,60,Female
5423,Christopher Kaan,PSY,70,Female
5424,Michael Necaise,PHIL,31,Female
5425,Maura Serbus,MATH,66,Female
5426,Joseph Mohseni,ENG,43,Female
5427,Alan Smith,ECE,30,Female
5428,Kim Conlisk,CSCE,69,Female
5429,Alton Morgan,MUS,61,Male
5430,Elizabeth Cheney,STAT,44,Female
5431,Beatrice Owens,BIO,25,Male
5432,James Arwood,ECE,50,Female
5433,Susan Cepeda,CSCE,68,Female
5434,Christopher Gowins,STAT,35,Male
5435,Stephen Aho,MUS,28,Female
5436,Hanna Lundquist,ENG,40,Male
5437,Lucas Showalter,PHIL,34,Female
5438,Elizabeth Aikens,ART,40,Female
5439,Nicholas Lopez,CHEM,43,Male
5440,Kelly Gomez,ASTR,68,Male
5441,Merrill Sesco,CSCE,34,Female
5442,Marla England,PHYS,37,Male
5443,Becky Daniels,ASTR,69,Female
5444,William Vansumeren,CHEM,52,Female
5445,Gary Hobbs,CSCE,51,Male
5446,Alan Philpott,PHYS,37,Female
5447,Myrtle Grace,STAT,50,Male
5448,Natasha Schroeder,MUS,45,Female
5449,Mark Bryan,MUS,42,Female
5450,Ignacio Kozak,HIST,50,Male
5451,Faye Carter,MUS,53,Male
