UIN,StuName,BirthYear,Gender,Phone,Major
18814,Karina Weyant,2005,Male,7.34813134,Computer Science
18815,Tammy Hardy,2002,Female,1.38029626,Electrical Eng
18816,Rhonda Burns,1999,Male,9.167576025,Mathematics
18817,James Downey,2004,Female,8.69341423,Engineering
18818,Andrew Trout,2000,Female,7.796903991,Music
18819,Dominic Williams,2003,Male,6.547720746,Mathematics
18820,Gene Tucker,1999,Male,4.595914982,Art
18821,Katherine Akin,2001,Female,9.862614442,Chemistry
18822,Sammy Cortez,2003,Male,5.926810853,Computer Science
18823,Jake Kearse,2002,Female,9.895632127,Music
18824,Carol Davidson,2005,Female,8.204295937,Economics
18825,Abby Johansen,2005,Male,7.141785559,Engineering
18826,Gary Quinones,2005,Female,9.302257872,Electrical Eng
18827,Dorothy Mattison,2004,Male,9.733224027,Biology
18828,Daniel Debonis,2001,Female,5.819690014,Biology
18829,Ray Maloy,2004,Male,3.597596443,Mathematics
18830,Robert Flores,2000,Female,4.865375938,Statistics
18831,William Woodson,1999,Female,7.874215805,Biology
18832,Geoffrey Eckman,2004,Female,1.792000271,Music
18833,Rachel Mansfield,2004,Female,6.70027126,Music
18834,Steven Torres,2003,Female,9.609848201,Computer Science
18835,Jesus Vincent,2005,Male,8.291478284,Economics
18836,Johnny Shepherd,2002,Female,9.96673941,History
18837,Lynell Pound,2002,Male,8.866385544,Computer Science
18838,Margaret Sierra,2003,Female,9.895240151,Computer Science
18839,Mark Riffel,2000,Female,1.702032254,Computer Science
18840,Dan Stahl,2004,Female,2.32013916,Physics
18841,Orlando Mons,1999,Male,7.638117059,Engineering
18842,Dale Culpepper,1999,Female,6.897646765,Mathematics
18843,Leah Schmitz,2002,Female,3.66280681,Engineering
18844,Elwood Varley,2002,Male,5.150321708,Biology
18845,Tawana Smith,1999,Female,7.801203325,Astronomy
18846,Jennifer Harriott,2001,Male,6.894502059,Engineering
18847,Suzanne Howell,2005,Male,1.482026757,Astronomy
18848,Karen Busby,2004,Male,4.2731197,Electrical Eng
18849,Alma Ackley,2000,Female,4.799791806,Art
18850,Kristin Minter,2005,Female,3.277705651,Engineering
18851,Heather Jackson,2000,Female,8.209824733,Engineering
18852,Joshua Mcmahon,2000,Female,8.145048884,Economics
18853,Jeffery Osborn,2004,Female,9.87192528,Economics
18854,Janelle Bond,2003,Male,4.387844332,Electrical Eng
18855,Bart Seitz,2005,Female,6.955154397,Physics
18856,Susanna Holst,2004,Male,8.599385544,Engineering
18857,Harold Mastin,1999,Male,5.254373688,Physics
18858,George Taylor,2004,Female,9.8222039,History
18859,Jose Castro,2001,Male,1.769928337,History
18860,Samantha Eccleston,2002,Female,7.16660611,Philosophy
18861,Paula Elder,1999,Male,9.590335482,Chemistry
18862,Gabriel Smith,1999,Male,6.167898425,Mathematics
18863,Francisco Wood,2000,Female,2.32199826,Astronomy
18864,Sherry Culpepper,2000,Female,6.375253895,Electrical Eng
18865,Donald Davidson,2002,Male,2.973664397,Engineering
18866,Mark Tomlin,2001,Male,2.19804471,Electrical Eng
18867,Gilbert Martinez,2004,Male,9.351510268,Philosophy
18868,David Elkins,2004,Female,1.139518088,Chemistry
18869,Amanda Bond,2005,Male,7.593206004,Physics
18870,Natasha Cohen,2005,Male,6.863863343,Economics
18871,Dorthy Smsith,2003,Female,5.592981554,Statistics
18872,Kathryn Marston,1999,Female,6.587087,Music
18873,Alfred Jones,1999,Male,8.241553777,Physics
18874,Bessie Graf,2000,Male,8.945024279,Engineering
18875,Susan Young,2005,Male,5.228941977,Biology
18876,Freda Price,2002,Female,3.760416328,Music
18877,Raymond Aponte,1999,Male,5.256584315,Economics
18878,Doris Davis,2001,Male,4.286692073,Art
18879,Gary Fagan,2003,Female,5.296288569,Biology
18880,Barbara Smith,2001,Male,1.418448461,Chemistry
18881,Deborah Martin,2000,Male,1.287110816,Astronomy
18882,Barbara Caya,2003,Male,5.573143542,Chemistry
18883,Stacey Sorel,2002,Male,5.145579312,Computer Science
18884,Theresa Zimmerman,1999,Female,3.17767838,Economics
18885,Kevin Ly,2004,Male,5.389899542,Computer Science
18886,Jennifer Watson,2001,Male,2.928685484,Psychology
18887,Tonya Burnett,2004,Male,3.447189637,Electrical Eng
18888,Jennifer Robinson,2002,Male,2.279503412,Biology
18889,Charles Brooks,2000,Female,8.161266573,Music
18890,Sadie Aivao,2005,Male,7.212829932,Economics
18891,Andrew Geronimo,2002,Male,8.933263775,Astronomy
18892,Ted Gray,2003,Female,9.21674681,Computer Science
18893,Ricardo Morris,2002,Male,1.991158463,Chemistry
18894,Karen Steffenhagen,2003,Male,6.544134384,Economics
18895,Matthew Hodge,2005,Female,9.107068006,Psychology
18896,Emily Carpenter,2004,Male,5.527457288,Astronomy
18897,Stacey Lund,2004,Male,6.578670734,Chemistry
18898,Mildred Nunnenkamp,2001,Female,6.67819005,Chemistry
18899,Erin Ramos,1999,Male,3.336880443,Biology
18900,Misty Basinski,2004,Female,1.158320124,Psychology
18901,Jonathan Charleston,2000,Female,9.504357166,Economics
18902,Homer Hanley,2003,Male,5.324484272,Economics
18903,Cynthia Carrel,2000,Male,9.80207448,Music
18904,Diana Gonzalez,2005,Female,2.153970484,Music
18905,Gwendolyn Bovell,2002,Male,5.249262213,Economics
18906,Angela Bland,2002,Female,6.755987205,Electrical Eng
18907,Kelly Contreras,2002,Female,9.227210363,Computer Science
18908,Cheryl Hatfield,1999,Male,1.795654692,Chemistry
18909,Blake Boyd,2000,Male,5.952978266,Computer Science
18910,Gisela Grant,2005,Female,6.687926964,Art
18911,Lillie Rice,2005,Male,3.795188924,Mathematics
18912,Wanda Turner,2000,Female,1.736003984,Engineering
18913,Wilbur Wiles,2005,Female,1.8923667,Statistics
18914,Mabel Brooks,2005,Male,6.908101105,Engineering
18915,Orlando Martinez,2004,Female,9.761876689,Philosophy
18916,Francisco Frisco,2000,Male,8.948922049,Computer Science
18917,Joseph Akins,2000,Female,4.520165444,Music
18918,Cathy Shindorf,2003,Male,3.611838627,Electrical Eng
18919,Kari Dildy,2000,Male,5.734881293,History
18920,Wayne Parrish,2001,Male,6.789388369,Electrical Eng
18921,Lauren Christian,2000,Female,7.774706436,Electrical Eng
18922,Phillip Hutchison,1999,Male,8.721077403,Astronomy
18923,Lisa Ridenour,2003,Male,9.347862179,Art
18924,Robert Pavlosky,2004,Female,7.750081021,Music
18925,Jaclyn Kirkland,1999,Female,7.27258172,History
18926,Robert Nicholas,2001,Female,3.158155386,Statistics
18927,Cynthia Longtin,2003,Male,9.1162243,Astronomy
18928,Thomas Bourque,2000,Male,2.307630532,Art
18929,Lloyd Bradshaw,2000,Female,6.677918868,Psychology
18930,Thelma Fussell,2002,Female,8.895740495,Computer Science
18931,Lance Hartzell,2000,Female,3.5256039,Mathematics
18932,Cody Hindman,2002,Female,7.682136436,Psychology
18933,Annie Sanchez,2004,Female,9.34734817,Chemistry
18934,Ernesto Wu,2004,Male,7.569335317,Biology
18935,Frances Ladwig,1999,Male,7.877211938,Mathematics
18936,Randolph Mayfield,2001,Female,5.657221118,Engineering
18937,Buck Giles,2000,Male,1.124859361,Statistics
18938,Sandra Mauro,2001,Female,4.862889211,Electrical Eng
18939,Selma Taylor,2000,Male,8.601886797,Music
18940,William Skelley,2000,Male,4.15616601,Art
18941,Mary Atkins,2001,Female,9.574247226,History
18942,David Pollock,2002,Female,1.798647084,Music
18943,Leon Heagney,2002,Male,7.56224918,Biology
18944,Lonnie Brandon,2002,Male,3.87337116,Music
18945,Boyd Council,2001,Male,4.232003713,Computer Science
18946,Julian Segars,2001,Female,7.460144912,Art
18947,Davida Hernandes,1999,Male,7.884633199,Engineering
18948,Victor Overmyer,2004,Male,1.900855603,Biology
18949,Christine Johnson,2005,Female,7.44476353,Psychology
18950,Michael Zimmerman,2000,Female,7.35172739,Engineering
18951,Martha Ratcliff,2002,Female,8.450623345,Computer Science
18952,Joan Foret,2003,Female,5.3464842,Music
18953,Dorothy Caravati,2003,Female,4.811208054,Astronomy
18954,Anne Edwards,2005,Male,1.581207278,Psychology
18955,Pamela Garrison,2001,Female,5.969173123,Mathematics
18956,Diane Hein,2003,Female,3.193136831,Mathematics
18957,Weston Conklin,2001,Male,1.619470078,Electrical Eng
18958,Clinton Wang,2000,Male,2.39353371,Art
18959,Patrick Thibodeaux,2000,Male,4.234057331,Biology
18960,Pamela Thompson,2005,Male,4.8951474,Computer Science
18961,Tony Forrester,2005,Male,5.708973836,Astronomy
18962,Erica Sheffield,2004,Male,3.193581519,Music
18963,Katie Rogers,2005,Female,8.814407282,Electrical Eng
18964,Jacqueline Wichmann,2004,Female,2.719408583,Biology
18965,Gary Levy,2000,Male,6.421496292,Computer Science
18966,Kennith Allen,2002,Female,3.369017703,Mathematics
18967,Bill Age,2002,Male,1.487229641,Statistics
18968,Kevin Gramling,2004,Male,1.444990266,Electrical Eng
18969,Sarah Richardson,2002,Male,2.553436869,Chemistry
18970,Patrick Eyre,1999,Female,3.273513405,History
18971,Clarence Alex,2003,Female,9.771040742,Art
18972,Louise Chaney,1999,Female,7.372939912,Psychology
18973,Larry Christopher,2003,Male,3.884600474,Electrical Eng
18974,Jane Rodriquez,2001,Male,5.308085404,Electrical Eng
18975,Tanesha Mccormick,2000,Male,9.960444466,Physics
18976,Douglas Mcquaid,2005,Female,5.885415673,Biology
18977,Amy Brooke,2002,Female,9.105417268,Psychology
18978,William Carroll,2001,Female,6.18904869,Electrical Eng
18979,Florence Rutt,2002,Male,3.752777651,Psychology
18980,David Le,2004,Male,7.596035612,Psychology
18981,Art Torres,2004,Female,6.409010896,Computer Science
18982,Julie Allison,2000,Female,9.315912791,Economics
18983,Dawn Cross,2002,Male,9.72401726,Statistics
18984,Matthew Swearingen,2001,Female,9.763639356,Engineering
18985,Janet Kaua,2000,Female,7.344525265,Art
18986,Joseph Balasco,2004,Female,3.839354969,History
18987,Luis Waddell,2003,Male,2.682161235,Music
18988,Alexander Lynch,2004,Male,3.765043268,Art
18989,Ada Harrison,2000,Female,1.675365797,Astronomy
18990,Marian Eikleberry,2005,Female,9.806076582,Electrical Eng
18991,Damon Martinez,2004,Female,1.859161161,Astronomy
18992,Albert Rothery,2000,Male,6.642989572,Engineering
18993,Melissa Butler,2005,Male,9.300633196,Psychology
18994,Mark Pena,2002,Male,4.67878521,Computer Science
18995,Judy Mudge,2003,Male,3.727742029,Chemistry
18996,Theodore Williams,2005,Female,8.991916996,Biology
18997,Carl Hamilton,2001,Female,4.706763677,Art
18998,Donald Flint,1999,Male,4.788758935,History
18999,Linda Soto,1999,Male,6.183705382,History
19000,Cynthia Piedra,2003,Male,1.375237542,Statistics
19001,John Esperanza,2000,Female,6.305800134,Computer Science
19002,Marjorie Leverett,2004,Male,3.866701121,Biology
19003,Emily Davis,2005,Male,3.306303688,Chemistry
19004,Micheal Tracy,2000,Female,6.338712847,Statistics
19005,Gladys Britt,2002,Male,3.308965393,Computer Science
19006,Tammy Fallin,2003,Female,9.184166656,Biology
19007,Samuel Reid,2004,Female,9.350972683,Physics
19008,Nobuko Dilbeck,2002,Female,3.665923617,History
19009,Carolyn Wright,2000,Male,7.458068134,Astronomy
19010,Diana Dowell,2002,Female,6.729867822,Biology
19011,David Smith,2002,Female,1.262154167,Psychology
19012,Mary Clemente,2002,Female,7.355319356,Computer Science
19013,Willie Schaufelberge,2001,Male,7.457091357,Mathematics
19014,James Johnson,1999,Female,3.657124178,Chemistry
19015,Ronald Cacy,2003,Male,1.366439024,History
19016,Marcia Cupp,2002,Female,7.837318332,Art
19017,Charisse Skinner,2005,Female,4.662366223,History
19018,Linda Guerrero,2005,Male,5.949723224,Art
19019,Alice Bollinger,2000,Male,6.23097897,Engineering
19020,Larry Castillo,2002,Male,7.732479688,Mathematics
19021,Joyce Barber,1999,Male,9.154298001,Art
19022,Gertrude Bellamy,2003,Female,5.710798142,Physics
19023,Joanne Crenshaw,2002,Female,7.201646503,Astronomy
19024,Sarah Jones,2004,Female,5.104813255,Mathematics
19025,Robert Mandell,2005,Male,7.39805533,Electrical Eng
19026,Jean Bryand,2001,Female,6.129271483,Astronomy
19027,Thelma Pace,2001,Male,1.814021086,Physics
19028,Randolph Richardson,1999,Male,6.412369996,History
19029,Charles Stringer,2003,Female,4.730159561,Physics
19030,Alice Funes,2001,Female,4.718983274,Astronomy
19031,Kent Fleischer,2002,Female,4.317702627,Philosophy
19032,Daniel Markley,1999,Male,4.883477065,Astronomy
19033,Lola Meeker,2002,Female,6.199154023,Psychology
19034,Frank Feldman,2004,Male,8.12174183,Mathematics
19035,Kimberly Noble,2000,Female,8.223633269,Astronomy
19036,Kevin Shell,2002,Male,3.178033308,Astronomy
19037,Susanne Brown,2002,Female,6.30338694,Music
19038,Beth Jones,2001,Male,6.97119703,Mathematics
19039,Mathew Evans,2001,Female,3.454804311,Engineering
19040,Ericka Ross,1999,Male,8.780325604,Philosophy
19041,Hilda Mendoza,2000,Female,5.773914779,History
19042,Sandra Hazen,1999,Male,7.6367261,Astronomy
19043,Patrick Harvey,2003,Female,5.47510208,Chemistry
19044,Maria Bush,2002,Female,9.763868674,Engineering
19045,Maria Masters,2002,Female,1.583024824,Electrical Eng
19046,Shari Nicholson,2003,Female,4.165802994,Physics
19047,Karin Kearney,2003,Female,4.562119324,Chemistry
19048,Kory Craig,2004,Male,2.732097966,Art
19049,Alex Wong,2000,Female,8.64911221,Biology
19050,Ramon Corney,2001,Female,6.256179451,Astronomy
19051,Fabian Harrington,2003,Female,1.192345556,Statistics
19052,Werner Berry,2000,Male,6.550681402,Computer Science
19053,Joyce Lehnortt,2000,Female,6.277921533,Economics
19054,Linda Mitchell,2003,Male,3.5394086,Physics
19055,Tiesha Hand,1999,Female,9.62944805,Art
19056,Otto Garcia,2005,Male,7.903675889,Philosophy
19057,Craig Kaleta,2001,Female,1.647003037,Psychology
19058,Richard Ross,2002,Female,2.67341827,Philosophy
19059,Herbert Hunter,1999,Female,7.87907724,History
19060,Brittany Ferra,2002,Female,4.597325213,Art
19061,Dixie Chapman,2001,Male,8.356077607,Physics
19062,Howard Pagan,2003,Male,2.331280195,Biology
19063,Ira Burchfield,2002,Female,4.242603278,Engineering
19064,Gwendolyn Smith,2002,Male,8.655417527,Psychology
19065,Roger Petry,2005,Male,4.156672989,Electrical Eng
19066,Lynda Duckworth,2005,Male,9.926617815,Economics
19067,William Tennon,2000,Male,4.753269396,Psychology
19068,Kathryn Turner,2001,Female,9.268173113,Art
19069,Kirk Tegeler,2003,Female,5.817945716,Astronomy
19070,Marilyn Hawkins,2001,Male,8.53009405,Biology
19071,Noe Torres,2002,Male,5.556672793,Physics
19072,Scott Ma,2002,Female,2.55635019,Biology
19073,Robert Mccartney,2001,Male,1.926800412,Psychology
19074,Joshua Faust,2001,Male,8.291078457,Physics
19075,Ruby Cullum,2004,Female,8.228985393,Electrical Eng
19076,Anne Coleman,2004,Male,8.943932372,Engineering
19077,Catherine Gipson,1999,Female,8.483724067,Art
19078,Janet Gibbs,2005,Female,7.826668246,Mathematics
19079,Steve Gavin,2001,Female,7.96573847,Astronomy
19080,Wendy Rasch,2002,Male,2.120331366,Mathematics
19081,Maria Wood,2002,Female,9.722989313,Psychology
19082,Dennis Simons,2000,Female,9.917709029,Biology
19083,Leon Jackson,1999,Male,8.237659756,Computer Science
19084,Marjorie Ambrose,1999,Female,2.373170419,Biology
19085,Louis Anderton,2000,Female,5.338233274,Biology
19086,Billy Krier,2000,Female,1.946910404,Biology
19087,Arthur Castillo,2003,Male,5.69201916,Physics
19088,Elvira Young,2004,Male,7.178633494,Philosophy
19089,Edward Dunbar,2001,Male,9.308141335,History
19090,Madeline Wallace,1999,Female,8.373349335,Chemistry
19091,Theresa Schoonover,2001,Male,5.210394399,Mathematics
19092,Lillie Wilkins,2004,Female,5.221906288,Biology
19093,Shakita Tolson,2000,Male,5.46002776,Mathematics
19094,Myrtle Stallsworth,2000,Male,9.177163656,Physics
19095,Cecelia Schrader,2003,Female,6.698587435,Statistics
19096,Charlie Murphy,2001,Female,3.281706783,Statistics
19097,Ann Berger,1999,Female,6.258761997,History
19098,Richard Harrigan,2004,Male,3.746870538,Chemistry
19099,Ruthie Munsey,2000,Male,3.224111154,Philosophy
19100,Mary Rodriguez,2005,Female,6.226755741,Chemistry
19101,Glenda Fanning,2001,Female,8.496435614,Biology
19102,Sheri Doll,2001,Female,1.220749474,Biology
19103,Michael Vasquez,2002,Male,2.976327367,Mathematics
19104,Kristina Bowdre,2002,Male,1.132040826,Computer Science
19105,Judy King,2003,Female,2.693720852,Mathematics
19106,Catherine Gordon,2003,Male,6.342850715,Astronomy
19107,Bradley Sayegh,2005,Female,8.844142045,Music
19108,Christopher Toomey,2001,Female,3.629594911,Statistics
19109,Jacob Carp,2002,Female,7.553083819,Physics
19110,Brenda Kelley,2005,Female,8.841109315,Music
19111,Amanda Williams,1999,Male,2.445629715,Physics
19112,Debra Miller,1999,Male,2.421448263,History
19113,Robert Light,1999,Female,9.53054658,Psychology
19114,Jason Peterson,2002,Male,6.532642192,Electrical Eng
19115,Millicent Tinkham,2001,Female,4.144625887,Music
19116,Robert Franks,2001,Male,2.106757734,Biology
19117,Betty Wallace,2004,Female,8.267334373,Mathematics
19118,John Farr,2004,Male,5.747238171,History
19119,Raymond Lindblad,2005,Male,3.270226689,Economics
19120,Stephen Bunch,2002,Male,1.595925209,History
19121,Bessie Stonebraker,2001,Female,3.320657202,Physics
19122,Mary Elms,2002,Male,9.531013218,Electrical Eng
19123,Mary Abbott,2001,Female,8.160032513,Chemistry
19124,Karen Porter,2000,Male,1.542257264,Electrical Eng
19125,Jed Harris,2005,Male,2.957050215,History
19126,Timothy Patrick,2001,Female,3.472541166,History
19127,Gary Cordova,2001,Female,9.21848371,Statistics
19128,Clyde Perkins,2005,Female,9.866129597,Physics
19129,Juan Hawkins,1999,Male,3.805025716,Statistics
19130,Beatrice Jones,2005,Female,5.348316987,Electrical Eng
19131,Diane Vella,2005,Male,7.789058863,Engineering
19132,Anna Gardner,2001,Male,4.565688989,Art
19133,Harry Brickey,2004,Female,6.804620148,Electrical Eng
19134,Mark Saleado,2001,Female,5.517574543,Economics
19135,Darcie Mcewen,2001,Male,1.609310337,Economics
19136,Joseph Garner,2003,Male,3.872295117,Electrical Eng
19137,Mary Strickland,1999,Male,3.720203065,Statistics
19138,Kami Valdes,2000,Male,3.595200528,Music
19139,Aimee Kuhl,2000,Male,1.2781082,Biology
19140,Jacklyn Adams,2005,Male,1.281235996,Economics
19141,Jerome Kridler,2002,Male,6.958712721,Computer Science
19142,My Numbers,2002,Female,6.84207438,Statistics
19143,Patricia Glaser,2005,Male,5.632278423,Computer Science
19144,Brian Adams,2003,Male,2.300492695,Music
19145,Stacy Cook,2003,Male,9.256743433,Philosophy
19146,Yvonne Medina,2001,Female,1.415758484,Astronomy
19147,Gwendolyn Allen,2003,Male,2.752973283,History
19148,Larry Lisonbee,2005,Female,9.277074916,Engineering
19149,James Ohno,2001,Female,8.299360459,Engineering
19150,Francis Downs,2002,Male,9.216121294,Electrical Eng
19151,Mildred Wamsley,2000,Female,9.116381887,Art
19152,Elsie William,2000,Female,1.817799,Biology
19153,Nancy Spriggs,2005,Male,1.668973792,History
19154,Matthew Logan,1999,Female,9.91517817,Music
19155,January Watts,1999,Female,2.118009616,Art
19156,Joyce White,2004,Male,8.2080446,Psychology
19157,Tisa Wilson,2005,Male,5.78732952,Economics
19158,Robert Kahl,2002,Male,8.757215594,Psychology
19159,Hoa Webber,2004,Female,6.81049004,Psychology
19160,Jaime Nixon,2003,Female,8.5353062,Electrical Eng
19161,Charles Thach,2000,Male,7.215949957,Art
19162,Noella Porter,2001,Female,8.640922967,Statistics
19163,Lucy Bemrose,2002,Female,4.16272066,Electrical Eng
19164,William Hedlund,2005,Female,9.34172886,Physics
19165,Jan Flynn,2004,Male,1.983339529,Statistics
19166,Gabriel Pierson,2005,Female,8.953806415,Computer Science
19167,Margarita Reynolds,2001,Male,6.93031151,Music
19168,Anna Call,2003,Male,7.481509313,Electrical Eng
19169,Mary Lovett,2005,Male,4.604090232,Mathematics
19170,Robert Draper,2003,Female,2.153807066,Computer Science
19171,Wilma Knight,1999,Male,2.485168316,Chemistry
19172,Bruce Leal,2004,Female,5.106182609,Music
19173,Karen Turner,2004,Female,3.235704963,Mathematics
19174,Sandra Meli,2002,Male,5.6470088,Electrical Eng
19175,Ruth Pasche,2004,Male,6.625059194,Statistics
19176,Virginia Aldrich,2005,Female,8.664899765,Physics
19177,Carl Williams,2004,Male,1.841377145,Economics
19178,Hazel Redmon,2003,Male,3.536574115,Biology
19179,Victoria Mcpartlin,2004,Male,8.94996154,Electrical Eng
19180,Josie Kehoe,2000,Male,6.634906566,Engineering
19181,Benjamin Pass,2004,Male,1.418796479,Art
19182,Linda Arms,2003,Female,4.749836747,Statistics
19183,Kimberly Gonzalez,1999,Male,5.89963033,Philosophy
19184,Cheryl Bowdry,2005,Female,6.73177028,Psychology
19185,Michael Roberts,1999,Female,7.316809798,Electrical Eng
19186,Robert Williams,2002,Female,3.321796654,Biology
19187,Victor Copeland,2001,Male,7.81380119,Statistics
19188,Theresa Paddock,2003,Female,8.948423048,Astronomy
19189,Jayne Gerrity,1999,Female,9.650820412,Chemistry
19190,Justin Fisher,1999,Male,7.663922512,Engineering
19191,Deborah Haynes,2002,Male,7.133814273,Psychology
19192,Richard Hinson,2005,Female,1.222375309,Economics
19193,Amanda Mompoint,2003,Female,9.969663086,Art
19194,Thomas Nelson,2004,Female,7.753685998,Engineering
19195,Zoila Holmes,2000,Female,7.782798927,History
19196,James Rowe,2004,Female,4.745493594,History
19197,Joseph Wright,2001,Male,1.466267765,Computer Science
19198,Daniel Thomason,2001,Female,9.699732908,Philosophy
19199,Edward Tam,1999,Female,5.55086217,Biology
19200,Rachel Sanders,1999,Female,1.149595392,Mathematics
19201,Tawanna Munoz,1999,Female,6.242064088,Statistics
19202,Ted Brim,2004,Male,7.132311399,Chemistry
19203,Christopher Epling,2005,Male,6.903892045,History
19204,Carolyn Austin,2005,Male,1.72949926,Computer Science
19205,Helen Lamborn,2000,Female,5.496298337,Astronomy
19206,Kelly Chappell,2003,Female,9.7842278,Engineering
19207,Robert Davis,1999,Male,8.494946385,Computer Science
19208,Linda Gonzalez,1999,Female,3.78088863,Statistics
19209,Donald Oconnor,2001,Female,7.711442357,Physics
19210,Jared Mcwethy,2003,Male,6.620740288,Chemistry
19211,Susan Hawkins,2002,Male,7.216028366,Mathematics
19212,Emma Cox,2003,Female,6.122097205,Psychology
19213,Lester Williams,2004,Female,1.365582907,Economics
19214,Mary Shaffer,1999,Male,7.381793384,Philosophy
19215,Raymundo Bello,2004,Female,7.980582154,Biology
19216,Gilbert Smith,2002,Female,2.545916499,Astronomy
19217,Rosaria Martinez,2005,Male,5.49052081,Computer Science
19218,Dudley Ross,2003,Male,6.3846218,Economics
19219,Josephine Baggett,2004,Female,3.312829863,Philosophy
19220,Kevin Cooper,2003,Male,5.491586325,Art
19221,Harry Darby,2001,Female,2.564937514,Biology
19222,Daniel Wilson,2001,Female,7.105379681,Psychology
19223,Holly Mancuso,2004,Female,4.58646202,Astronomy
19224,Emma Buckner,2002,Male,1.87803648,Biology
19225,John Przybylski,2005,Male,3.125364733,Electrical Eng
19226,Mary Brelsford,2002,Male,6.317146339,Engineering
19227,Keith Trevino,1999,Female,3.359486437,Philosophy
19228,Eli Riggle,2000,Male,8.458018156,Chemistry
19229,Janet White,1999,Female,9.681173224,Art
19230,Terry Patrick,2001,Female,8.610836138,History
19231,Carol Demps,2001,Female,4.841529624,Music
19232,Patricia Newton,1999,Male,3.931720176,Electrical Eng
19233,Robbie Jacobs,2000,Female,1.266603516,Electrical Eng
19234,Eleanor Dansie,2000,Female,3.1644852,Engineering
19235,Sandra Keagle,2000,Female,9.321324285,Chemistry
19236,Glenn Vaughan,2005,Male,3.674684481,Economics
19237,Christopher Bernard,2003,Female,6.89032308,Music
19238,Rebecca Kelly,2004,Female,3.489596319,Economics
19239,Janet Gaudin,2001,Male,6.787701633,Electrical Eng
19240,Gerald Davis,2000,Female,6.822576779,Art
19241,Berta Harmon,2005,Male,5.949851675,Biology
19242,Barbara Zinzow,2003,Female,4.953425343,Engineering
19243,Joseph Sieving,2003,Male,6.684164752,Art
19244,Andre Jenkins,2003,Female,1.364689598,Electrical Eng
19245,Georgia Sheppard,1999,Male,4.700242256,Chemistry
19246,Luisa Fernandez,1999,Male,8.192438032,Astronomy
19247,Sandra Rupp,2005,Male,9.839517798,History
19248,Mark Davis,2000,Female,9.494093893,Physics
19249,Vernon Hughes,2000,Male,1.418963666,Mathematics
19250,Richard Roper,2003,Female,1.793114938,Psychology
19251,Juana Bryant,2001,Female,5.749450449,Electrical Eng
19252,Aaron Henson,2003,Male,2.531809753,History
19253,Anita Wilcox,2000,Female,6.608662983,Statistics
19254,Matthew Waters,1999,Male,2.293807138,Engineering
19255,Sylvia Lemoine,2001,Male,5.248091372,Art
19256,Marco Silveira,2000,Female,2.289701247,Economics
19257,Annie Little,2005,Male,5.440790323,History
19258,Eldridge Banks,2001,Female,2.694201222,Computer Science
19259,John Herrera,2001,Male,6.22457201,Music
19260,Joseph Craig,1999,Female,9.409622882,Statistics
19261,Jeanette Harris,1999,Female,9.729453183,Astronomy
19262,Frederick Rose,2002,Female,5.146447886,Biology
19263,Vicki Kimball,2005,Male,3.614445571,Engineering
19264,Phillip Lydick,2001,Female,1.492334617,Astronomy
19265,Janel Cook,2004,Female,4.30127674,Electrical Eng
19266,Amanda Trottier,2005,Male,5.73077426,Electrical Eng
19267,Miriam Voorhees,2004,Male,1.311060247,Philosophy
19268,Joe Yazzie,2004,Female,7.300432304,Statistics
19269,Bessie Rodriguez,2004,Female,1.928065099,Chemistry
19270,Susanna Jones,1999,Female,7.212308496,Physics
19271,Kristine Ballard,2004,Female,7.979791054,Electrical Eng
19272,Eloy Featherston,2000,Male,2.52805775,Mathematics
19273,George Mendez,1999,Female,3.620949476,Biology
19274,Florence Colflesh,2005,Male,6.610843261,Art
19275,Mildred Ladner,2001,Female,4.546249059,Electrical Eng
19276,Alan Peterson,2004,Female,7.516926683,History
19277,Marina Groomes,2000,Male,5.705307333,Physics
19278,Jean Womack,2003,Female,5.637293247,Art
19279,Clarence Jones,2005,Male,7.461991441,Chemistry
19280,Edward Kyger,2005,Female,1.819405606,Astronomy
19281,Thomas Joyner,2003,Female,3.562573294,Statistics
19282,Danny Miller,2005,Male,7.79721839,Biology
19283,Noah Farmer,2000,Male,5.794309112,Music
19284,Kelvin Becnel,2004,Male,1.267407273,Music
19285,John Neil,2000,Female,1.390849785,Astronomy
19286,Fabian Sperrey,2002,Male,6.427754767,Mathematics
19287,Wayne Jackson,2000,Female,9.50202536,History
19288,Barbara Rodriguez,2005,Male,5.875624791,Electrical Eng
19289,Laurie Stanwick,2000,Female,5.769297091,Astronomy
19290,Michael Perez,2000,Female,5.971818267,Psychology
19291,Ronald Dawson,2004,Male,9.61902057,Engineering
19292,Susan Triplett,2000,Male,5.511698796,Mathematics
19293,Mildred Mathews,2000,Female,9.790718944,Economics
19294,Edward Johnson,2001,Male,8.733228949,Physics
19295,Harry Clark,2005,Female,9.419434186,Art
19296,Peggy Cole,2001,Male,1.262165716,Chemistry
19297,Mildred Bass,2005,Female,9.653677244,Psychology
19298,Albert Cross,2003,Male,8.46718609,Art
19299,Jane Crawford,2001,Female,5.294434658,History
19300,Sarah Webber,1999,Female,4.312001921,History
19301,Gregory Horton,2004,Male,5.365956878,Statistics
19302,Miriam Aquino,2005,Female,3.759824439,Mathematics
19303,Joseph Burley,2003,Female,9.562305065,Biology
19304,Janet Fauntleroy,2000,Male,9.808933357,Computer Science
19305,Cindy Comans,2001,Female,7.634489577,Art
